likes,status,text
0,0,"Ой да это точно. !!!!!заказываю с доставкой и вечно проблемы. Заказываю на Художников 24. Постоянно не докладывают имбирьи соус Я уже по телефону об этом говорю но толку мало. К вечеру заказала почти на 900 руб . Соуса положили мало и суши плохо сделаны все разваливались заказала 2 набора за 299 и 499. Запеченые вообще почти не взять было, все рассыпалось. а Филадельфия была так сделана когбудто в первый раз. При этом я заказала еще дополнительно имбирь так вообще по наборам почти не положили Единственное только курьеры доброжилательные. А повора стали плохо готовить. Бывают не свежие огурцы. Очень обидно. Я постоянно заказываю и не мало и уже почти год. И проблем таких на художников стали последние месяца 2 3 . Там я так понимаю кто то из персонала поменялся. До этого проблем не было. Просьба разобраться. Так как сам вес суш стал меньше кладут переодически обрезки маленькие"
0,0,хотим поблагодарить суши вок за испорченный день святого валентина! суши привезли нам в 21   00  а вот пепси в заказе и имбирь с васаби не положили !((( в 23 15 минут звонил курьер что он довез заказ!!! но мы уже спали! получается что мы должны были ждать еще 2 часа имбирь!!!!всего 4 часа!
0,0,Cпасибо мне привезли пепси имбирь и васаби! )))счастью нет придела!
0,0,"В пятницу и воскресенье на наличной 40 всё было очень вкусно:) но..,а пятницу сказали, что заказ нужно ждать от 20 минут. Мне пришлось ждать заказ более часа. Я конечно понимаю, час это более 20 мин, но всё таки:) оценивайте скорость работы ваших сушистов более реально. И мухи...на дворе февраль, а с вас летают мухи. Надо что то с ними делать. Их конечно не много, но всё равно как то очень не приятно."
0,0,"нам очень у Вас нравится, вкусно и недорого, но одно очень огорчает: размер чашечки чая, который можно приобрести и употребить в ваших заведениях. Сделайте большие кружки, пусть хоть и с пакетиком, а то как в самолёте..."
0,0,"У меня кста такой вопрос, а по какому принципу вы кладёте васаби? На днях купили 2 набора и 2 совершенно разных васаби! Один ярко красный и ядрёный, а второй розовенький в помойку :)"
0,2,Ааа ну может) я их как то не отличаю по названию :)
0,2,имбирь бывает разный) все зависит от партии...
0,0,"никакую валинтинку нам 14 февраля не положили,мелочь,а все равно... (( в смс рассылке писали о подарках,а единственным подарком была отмена акции  филаделфия в подарок ."
0,0,23 го февраля при заказе набора никакого подарка не было(
0,2,и у нас не было!!!
0,2,Подарки на 23 февраля вручались только мужчинам и лично в руки.
0,0,"Был у вас на Кирочной 27  полностью доволен и приготовлением и скоростью и приветливостью персонала, Не разу не пробовал суши, очень понравилось что не смотря на то что я не разу не ел суши, Кассир Юлия не разочаровала своими советами мой вкус, Ещё не раз буду посещать именно это место, Остался очень доволен и я и мои друзья и предложенными вариантами роллов и качественным обслуживанием и отношением всего персонала к вашим клиентам! Огромное спасибо мне очень приятно,тем более от души!"
0,0,"Кстати, на 14 е число тоже подарка не было( Только смс приходят, а подарков никто не дарит("
0,0,"Добрый день, а почему не во всех магазинах есть пицца 3D и нет ролла Хиноки?"
0,0,"первый раз заказали на комендантский, вкусно, быстро, проблем никаких, за суши теперь только к вам, спасибо"
0,0,"пиццы 3д нет теперь ни в одном магазине, а ролл хиноки вошел в основное меню, есть теперь везде"
0,0,"жалко что пиццы нет, оч вкусная была("
0,0,"Уже заказывали с собой много раз и в разных точках. Все отлично! Все хотим попробовать горячее и супы. Спасибо, что есть теперь такое местечно, где быстро и вкусно готовят наши любимые наборы!"
0,0,"очень довльна всем)всё всегда очень вкусное и свежее)скажите пожалуйста а в Магазине ввашем возможно купить все ингридиеты для кимчи супа или мисо суп?.мне очень нужно(водоросли Вакаме сушеные,мисо паста белая,сыр тофу"
0,0,Очень понравился набор  сенсация .))Спасибо!)
0,2,Предложения!? Магазин в Рыбацкое! СРОЧНО!!!!
0,2,"Подскажите пожалуйста,можно ли отказаться от смс рассылки? Я перестала есть рыбу и в Суши Wok больше  не бываю,раздражают очень постоянные смс!"
0,2,"Anastasia, все это есть в магазине)"
0,0,"Дорогие суши Wok. Испортили мне весь праздник 8 марта! Спасибо вам! Желаю, чтоб у вас был такой же испорченный день."
0,0,И 14 февраля не было никакой валентинки! Просто обман. Сказали вместо Филадельфии в подарок дадут валентинку. Ничего не дали вообще.
0,0,"А я наоборот хочу сказать большое спасибо за 8 марта суши воку на Авиаконструкторов 4 ))Несмотря на много заказов ,все мои 3 набора были сделаны очень быстро)Все вкусно и качественно!Спасибо вам большое)Всей семьей наелись до отвалу!!)Еще и карточку дали(заказали на 1100 руб))Вообщем очень рада!)Спасибо,работайте в том же духе)"
0,0,"На комендантском 30 отвратительно готовят!!!! сегодня это подтвердилось. рис недоварен и ужасен на вкус, сами роллы....обычно берем на уточкина или авиаконструкторов, сегодня поленились дойти.....и зря((("
0,2,"и, кстати из опыта 23, 14 и 8 можно сделать вывод   по праздникам к вам ни ногой!!! качество ЗАМЕТНО снижается!!!"
0,0, 1 к комендантскому 30. Сколько раз брал там наборы и каждый раз Г....)
1,2,Помоему на отзывы им вcё равно.
0,0,"Граммовку роллов на пр. просвещения так и не соблюдают. Только пару раз после оставленной жалобы граммовка была отличная. Заказали на 8 марта два набора сахара и роллы были просто позорно маленькими и холодными, некоторые роллы были точно раза в 3 меньше обычных, с филадельфией тоже обделили, в общем надеюсь всё таки примут какие то меры. И еще забыл,  хватит соус в ролл аяши разбавлять майонезом, это просто отвратительно"
1,0,а нам вчера не положили ни палочки ни контейнеры для соуса(((( неприятно было
0,0,"Я вам cоветую заказывайте на науки 12... я уже в 5 6 магазинах пробовал, везде говно кроме этого."
0,0,мне безумно нравится магазины в м.озерки и у м.пр.просвещения. молодцы!
0,0,"Ну а что вы предпримите? Я уже 3 й раз пишу вам жалобу, что то поменялось? На науки 24 только 1 раз приготовили хорошую лапшу, как раз после моей жалобы. После этого всё осталось по прежнему, обычный доширак. Я рад, что мне пошли навстречу и как постоянном покупателю согласились возить с науки 12, вот там повара отличные. Неужели так тяжело поварам сказать, что лапша ДОЛЖНА быть с соусом и слегка обжарена?"
0,0,"На м.  Садовая   брала ролл по акции, мне не понравилось обслуживание и сами роллы были маленькими :(( Не помню какого числа это было, знаю, что в начале февраля и за кассой стояла женщина с темными волосами и короткой стрижкой. Ничего особенного не произошло, просто остался неприятный осадок. В следующий раз рискнула и взяла набор  сенсация  на Косыгина и осталась довольна и обслуживанием, и роллы  были больше и вкуснее. Спасибо работникам на пр. Косыгина, была у них вчера 10. 03. 13.)))"
0,0,"к вопросу о аяши, как и в большинстве организаций сырный соус делается на основе майонеза, вопрос актуален, но к сожалению технология приготовления такова."
0,0,"Сегодня был на ул. Торжковская, 6. Сушисты кавказской национальности танцевали лезгинку под громкую кавказскую музыку и 25 минут готовили бизнес ланч при пустом зале. Был удивлен, больше не пойду :)"
0,2,Лезгинка это мощно)))) ахаха
0,2,"Ахаха, ну надо же мальчикам хоть как то развлекаться)) 13 часов крутить роллы это ад))"
0,2,"Оля, ахаххахахахах)))) все развлекаются, как могут))"
0,2,"Юля, мы роллы крутим от скуки, а они танцуют)) Привычная обстановка)))"
0,2,"Хотелось бы узнать, вернут ли диваны и хорошие столы в СушиВок на Горьковской?) Было гораздо приятнее сидеть, чем теперь   на жестком дереве..) Да и приятнее как то смотрелось, а нынешняя мебель, мне кажется, не подходит вообще в общему виду."
0,0,"здравствуйте, постоянно покупаем суши на кирочной очень вкусные и свежие( но маловаты )   ) ,буду заказывать на своё день рождение, , у вас действуют какие нибудь дополнительные скидки на день рождение? )))"
0,0,"Всегда заказываем ,очень вкусно,все устраивает!Только вчера огорчило,что не доложили ролл Самурай в заказ,хотя оплату за него взяли.Сами виноваты ,конечно,никогда не проверяем комплектацию,все на доверии.Пожалуйста,повнимательнее"
0,0,"А мы опять с друзьями набрали наборчиков на Энгельса 113 и безумно довольны быстро,очень приятная девушка кассир,и ,самое главное, все свежее,никаких претензий !Мы довольны !Всегда берем на Энгельса 113"
2,2,"отлично!!! правдоподобные комментарии удаляются!!! за качеством следить надо, а не комменты стирать! вот так клиентов и теряют!!!!!"
0,2,Это в Москве один ролл 1000р стоит?) Фига у вас там цены)
0,2,Когда вы уже в Смоленске откроетесь?(((((((((Жду не дождусь!
0,0,"Хочу тоже пожаловаться... В первый раз... Надеюсь, что в последний. Забирала заказ 30.03.13 на Гражданском, 43. Заказ 001722193. Уже дома, открыв коробочку, обнаружила, что нет васаби и имбиря((( Вообщем, просто поела. Остался неприятный осадок. Теперь проверять все контейнеры при получении? Так что ли??? Я понимаю, что все на потоке... Но почему должны клиенты должны быть ущемлены в качестве услуг? надеюсь, что больше такого не будет..."
0,2,"Алексей, Вы уже утрируете. Заказ   это не сколько персон, а сколько порций суши роллов входит в заказ. Т.е. к каждой порции полагается определенное кол во соуса, имбиря, васаби. Изначально, это все уже включается в стоимость каждого блюда. А то, что мы не получаем это при покупке, выходит экономией заведению и продается как доп.опция за 30 руб."
2,0,"Ребята , очень нравятся ваши роллы и супы! Но ну очень мало васаби и имбиря, нам с мужем еле на половину сета хватило, как то вы раз на раз кладете  то нормально, то так мало..Пожалуйста уже определитесь с размером! Я беру то на пр.Просвещения то у м. Политехническая и вкус васаби  на Просвещения он острый как и должен быть, а на Политехнической вообще можно спокойно есть скорее просто вкус, пожалуйста уладьте и это! Только что съели ваши роллы поэтому воспоминания еще свежи.."
0,0,"1. Филадельфия в подарок   акция при покупке ОТ 700 рублей. А не на каждые 700. Все правильно разбивайте чеки. 2. Соус, васаби и имбирь идет по количеству роллов  боксов.  на один набор (из разряда ФИЛОМАНИЯ, САХАРА, СЕНСАЦИЯ и т.п.) идет один соус. среднее 1 соус на 4 ролла. В случае покупки набора из 4 роллов и приборов на 5 персон, соус будет один. т.к. для 4 роллов этого вполне достаточно. на один ролл в отдельном заказе так же идет 1 соус т.к. не выдать его магазин просто не может, а другой посуды (более мелкой) не предусмотрено.  Если вам кажется мало, а позволить купить не в состоянии разбивайте чеки!!!   доп.инфо:  Филадельфию в подарок  и кол во гарнира(васаби, имбиря и соуса) распределяет программа, жадность кассира здесь не причем!"
0,0,"Здраствуйте ,я очень люблю ваши суши и постоянно покупаю только у вас.Но уже второй раз оформление,время ожидания и ингредиенты не соответствуют тому что есть в прескурантие и в словах ваших сотрудниках."
0,2,"Добрый день! Интересно, кто нибудь из администраторов прокомментирует наши последние отзывы??? Уже возникают мысли делать заказы в другой сети японской кухни...."
0,2,"Видимо я просмотрела комментарий Дианы... Если это офиц.ответ, то все таки придется менять компанию... Т.к. если сравнивать то, что мы получали в начале развития данной сети, и то, что получаем сейчас... Две большие разницы. Соуса, блин, пожалели... Вот это, как раз, и не повод для экономии. Это сервис. Как бутылочка соуса в 100 мл полагается на 4 набора роллов? В последнее время у меня только вопросы."
0,0,"Мы заказывали на днях, соус был очень концентрированный, мы разбавили, но все было очень вкусно! :)"
0,0,"Ах, да... открыся напртив Вока суши мар.. та же филомания, только за 299... но что то не то) соус вообще сладкий был, на унаги похож..."
5,0,"Ирина, да вы задолбали со своими соусами.в соус макают роллы, а не закусывают роллами выпивая соуса стопками!!!!покупайте если мало!!!вам дают на халяву столько сколько установленно стандартом!!!!берите 4 соуса и один ролл,наедитесь))))"
0,2,"ирина у нас стандарт имбирь на один ролл идёт 7гр васаби 2,5 соус на покупку на 500 рублей одна бутылочка на сумму от 550 две и так далее!!"
0,2,вот теперь и прикиньте на сет из 4 роллов идёт 28 гр имбиря 10 гр васаби и один соус!!как то так!!
0,0,"Здравствуйте, подскажите,пожалуйста, актуальна ли на сайте информация по ценам? Вчера в заказе нам привезли 2 ролла хиноки по 189р за каждый,  а на сайте указана цена 99р... Заказ 001774688"
0,0,А супчик то морковный обалденный !очень вкусно!вот только на  набор суши и роллы в подарок на 2х маловато как то 1й бутылочки.а может быть класть 2е?
0,2,"Добрый день скажите пожалуйста, когда при заказе суши ,диктуешь номер карты, скидка действует или нет????? Или карта идет накопительная??? В последний раз попросили сказать номере ары, но скидки так и не было!!!"
0,0,"Уже несколько раз после открытия ресторанчика на Первомайской (Екатеринбург) заходила туда, и каждый раз оставалась очень довольна) Особенно нравятся общительные и доброжелательные девушки на кассе, огромное им спасибо за хорошее настроение, и конечно же все готовится очень быстро и вкусно) Обязательное зайду еще, только вот плохо что на зал всего 3 табуретки, то бишь если кто то уже сидит за стойкой то приходится есть стоя, и так как там где я живу нет доставки, то с компанией даже из четырех человек посидеть не получается... И хотелось бы хотя бы одну вешалку   стойку, что бы было куда повесить сумку) Мне кажется это было бы не так уж плохо"
0,2,а можно оплачивать кредиткой курьеру?
0,0,Вчера заходили в кафе на Комсомола. Очень вкусно! Спасибо поварам!
0,2,"Елена, спасибо за отзыв. Приходите еще."
0,2,"В новом магазинчике на Суворовском,56 поставьте, пожалуйста, хоть одну вешалку для одежды и сделайте крючки для сумок под столом. Спасибо!"
0,0,"На прошлой неделе заходила на вашу точку на Парнасе. И присутствовала при споре ваших сотрудников. на сколько я поняла, приехала девушка менеджер с проверкой нашла какую то недостачу по продуктам и очень громко обсуждала это при мне с менеджером на точке.Не очень приятно было слушать  их разговор на повышенных тонах в ожидании заказа.  Надеюсь больше ругани слушать  не придется.Кроме того в бизнес ланч не положили васаби ."
0,0,"Очень понравился Суши WOK в Кронштадте.Были там два раза 9 мая и на день города. Роллы очень вкусные,внимательный и вежливый персонал. Будем в Кронштадте обязательно зайдем снова!"
0,2,"Александра, спасибо Вам за положительный отзыв! Мы рады, что Вы остались довольны нашей кухней и обслуживанием. Ждём Вас и Ваших друзей в наших магазинах в городе Кронштадт, Сестрорецк, Всеволожск и, конечно, Санкт Петербург!"
0,0,"Бывал во многих ресторанах японской кухни, но не пробовал суши и роллы лучше, чем у вас. Обычно прихожу в магазины на Среднеохтинском, шоссе Революции и на Индустриальном. Администраторы всегда вежливые и приветливые. Особенно радует доставка)) Больше 20 минут ждать не приходится)) Спасибо за вкусные суши по вкусным ценам! Удачи и процветания!"
0,2,"Марк, добрый день! Большое спасибо Вам за оставленный отзыв. Будем и дальше стараться радовать Вас отличным качеством работы! Приходите к нам ещё, будем рады!"
0,0,"А нам очень нравиться как здесь готовят, очень. Всё вкусно, быстро и недорого. Жаль только, что напитка теперь там своего любимого не вижу(((  А так, ребята молодцы!!) спасибо вам, за вашу работу)"
0,2,"Катерина, спасибо Вам за теплые слова. Мы очень рады, что Вам нравится посещать наши магазины. Мы стараемся для Вас!"
0,0,"Отзыв про магазин в Екатеринбурге на Малышева у Алатыря. Первый раз там брали, когда только открылся   через два дня от открытия, по крайней мере нам так сказали и второй раз брал вчера. Итак, роллы   вкусные, свежие, классные, нет слов ) Запеченные роллы   таких нигде нет больше )) Супер! Единственное, что заметил, что во второй раз роллы были по размеру меньше, чем в первый. Ну да ладно, всё кул будем считать.  НО.  Ребят, пожалуйста, комплектуйте заказы как то по человечески! Во первых, если заказывают больше трех порций роллов   надо хотя бы 2 соуса! Потому что бутылочки хватает на две чашечки, а две чашечки не хватает на 4 5 порций. Никак. И салфеток можно не 4 штуки, а хотя бы 10...  Не знаю, если в магазине это из за  низких цен    ну добавьте по рублю два ко всем ценникам и будет хватать на соусы и салфетки ) Хотя, возможно, я сам дурак и надо просто попросить дополнительно и дадут   этого вот не проверял ещё. В этом и есть вопрос к админам   есть ли возможность в ваших магазинах допросить ещё палок, салфеток и соуса?"
1,0,"Здравствуйте!  Начну с того, что нам нравится ваша сеть, продукты и цены. Спасибо.  Но уже 3 или 4 раз при заказе по адресу: СПб, Лесной пр, 61 нам не кладут соус к роллам.  Например, мы заказываем один набор и один ролл, к набору соус дают, а к роллу нет. И это уже не смешно."
0,0,"Недавно открыла для себя бизнес ланчи! Являюсь постоянным клиентом около 2 лет, но ланч попробовала только неделю назад 1ый раз. Очень вкусно, очень много и очень дешево!!! Спасибо! (Чернышевская)"
0,0,"Здравствуйте!Все очень вкусно у вас)!Спасибо за это. Но хотелось бы что бы ваши магазины открывались раньше(ходя бы те,которые возле вокзалов) )."
0,2,"Только свежий, сырой лосось!"
0,2,"Если у меня 2 набора  один в подарок,т.е 3 должно быть 3 бутылочки соуса!?"
0,0,"Спасибо вам большое. Вы самая лучшая компания суши. Все безумно нравится. Раньше были какие то недоработки, но сейчас все идеально, и доставка вовремя и да вольно быстро, все горяченькое привозят. Я вами очень давольна. Единственное хотела бы попросить в меню вернуть запеченые   роллы  сёгун . Очень уж они нравяться."
0,2,"Уважаемая Елена Иванова! Мы обязательно рассмотрим ваше предложение и постараемся создать максимально комфортные условия для Вас.  С уважением, СушиWok."
0,2,"Уважаемая Галюська Ботвинникова! Мы работаем над своими ошибками и делаем все возможное, для того чтобы наши дорогие клиенты оставались довольными. Мы обязательно учтем ваше пожелание, а пока Вы можете попробовать новинки из нашего меню.  С уважением, СушиWok."
2,0,"Все никак руки не доходили написать. В Уфе в январе и феврале были морозы до  40 днём. Раздатчики флаеров с революционной и ц.рынка (50 лет октября вроде) все эти морозные дни с улыбкой раздавали брошюры и очень солнечно и дружелюбно приглашали в магазины. А в магазинах весь персонал, находящийся в зале всегда здоровается и прощается. Очень вежливые ребята) в такие воки хочется возвращаться снова и снова)) герои морозов  респект)"
0,2,"Уважаемая Александра Богданова!Спасибо Вам за добрые слова!Мы очень рады, что смогли подарить Вам удовольствие, обещаем и впредь приносить Вам только положительные эмоции. Удачи и хорошего настроения.  С уважением, СушиWok."
0,0,Сделала очередной заказ в городе Сестрорецк. Как всегда на высоте! Спасибо за отличные новинки! Все по вкусу! Продолжайте и дальше радовать нас)))
0,2,"Уважаемая Даниель Сташек! Спасибо Вам за теплые слова. Мы всегда прикладываем максимум усилий, чтобы радовать наших клиентов! Будем стараться и в будущем Вас также приятно удивлять и приносить радость!  С уважением, СушиWok."
0,2,"Здравствуйте! Подскажите, пожалуйста, в каком режиме вы работаете 8го марта в СПб?"
1,2,"Уважаемая Полина Ленда! 8 го марта наша компания работает в обычном режиме. Магазины работают с 10.00 до 23.00 , а доставка работает круглосуточно. Более подробную информацию Вы можете уточнить у наших операторов.  С уважением, СушиWok."
0,0,"Уважаемая Полина Ленда! К сожалению, в настоящее время доставка в Колпино не производится, когда мы примем решение о доставке по Вашему городу, мы предоставим данную информацию на нашем сайте.   С уважением, СушиWok."
0,0,"Заказывали в первый раз )Остались очень довольны)Роллы большие, вкусные)Персонал в магазине приветливый)Теперь будем заказывать только  у вас! (г.Уфа)"
0,2,"Уважаемая Лиана Сафина! Спасибо Вам за теплые слова. Мы очень рады, что Вам всё понравилось. Надеемся видеть Вас в числе наших постоянных клиентов.  С уважением, СушиWok."
0,2,"Здравствуйте! Подскажите пожалуйста, 10 марта во всех магазинах не было акций ролл месяца и ролл в подарок при сумме заказа от 700 руб.?"
0,2,"Уважаемая Julia Leonidova! 10 марта акции  Ролл месяца  и  Роллы в подарок  действовали  во всех наших магазинах.  С уважением, СушиWok."
0,2,"Здравствуйте! Сегодня, 11 марта, в Мурманске обратились по поводу акции   Роллы в подарок  ( от 700 руб) ,пояснили что данная акция не действует и когда будет неизвестно. Такой же ответ получили и по телефону 215 015, будет ли эта акция, если будет то когда?"
0,2,"Уважаемый Алексей Чечвин! На данный момент этот вопрос решается, как только мы примем решение возобновить данную акцию в Вашем городе, мы обязательно оповестим наших клиентов.  С уважением, СушиWok."
0,0,"Здравствуйте,очень нравится ваша сеть.вкусно,не дорого и рядом)но хотелось бы что бы со временем,в вашем меню появилось больше  фитнес  роллов.а то каждый раз высматривать состав..хотя бы по больше роллов без майонеза и сливочного сыра.а так все очень вкусно и быстро)"
0,2,"Уважаемая Ксения Караваева! Спасибо Вам за хорошие слова в наш адрес  и за то, что остаётесь неравнодушной и высказываете своё мнение, оно для нас очень ценно. Мы обязательно рассмотрим Ваше предложение и постараемся сделать все возможное для Вашего удовольствия.  С уважением, СушиWok."
0,2,Когда откроется на плещеева?
0,2,"Уважаемая Алена Пирвиц! В ближайшее время открытие магазина на ул. Плещеева не планируется. Вы можете приобрести нашу продукцию в ближайшем магазине СушиWok по адресу ул. Корнейчука, д. 54.  С уважением, СушиWok."
0,2,Скажите почему когда берешь на вынос никогда не ложат салфетки???
0,2,"Уважаемая Яна Голованова! Приносим свои извинения за предоставленные неудобства. Уточните, пожалуйста, адрес магазина, где Вы приобрели нашу продукцию, чтобы мы смогли исправить данный недочет.  С уважением, СушиWok."
1,0,"Санкт Петербург.Рядом с домом магазина нет,но привозят вовремя,ну минут на 10 опоздали.Но :сегодня что то невкусные были, рыхлые впервые.карта 427762.расстроилась,так расхвалила и вот гостей не порадовала в достаточной мере."
0,2,"Уважаемая Елена Иванова! Спасибо Вам за Ваш отзыв. Мы обязательно выясним причины сложившейся ситуации, так как все блюда у нас готовятся по строгой рецептуре с соблюдением всех норм и правил их приготовления. Приносим свои извинения и обещаем более не подводить Вас так.  С уважением, СушиWok."
1,0,"Здравствуйте. Все очень нравится у вас, но хотелось бы увидеть в продаже наборы без сырой рыбы. Не считая запеченных. Потому что в каждом наборе 1 вид, но с сырой рыбой("
1,0,"Уважаемая Мария Гузачева! Спасибо Вам за оставленный отзыв.Наше меню очень разнообразно, каждый сможет найти для себя что то по вкусу. Ваше пожелание обязательно примем к сведению и по возможности будем расширять ассортимент.  С уважением, СушиWok."
0,0,Набор Чиз очень вкусный.
0,0,"почему бы вам не открыть суши вок в перми в новых лядах? в городе через остановку встречаются суши вок,мы тоже хотим есть вкусные роллы не ездя в город!!!!"
1,2,"Уважаемые Наталья Папшева и Светлана Латышева!Нам очень приятно, что Вы так тепло отзываетесь о нашей работе и наших блюдах!Мы обязательно рассмотрим Вашу просьбу и постараемся сделать все возможное для Вашего удовольствия и комфорта.   С уважением, СушиWok."
0,2,расскажите по подробней про акция связанную с днем рождения!
0,2,"Уважаемая Екатерина Ступиш! Если Вы являетесь владельцем Карты Друга, Вы можете получить в подарок один из 5 роллов три дня до своего Дня Рождения и три дня после. Более подробную информацию Вы можете уточнить у наших операторов.  С уважением, СушиWok."
1,0,"Вы лучшая компания по изготовлению суши и роллов!без преувеличения всегда пользовались вашими услугами когда жили в новогиреево.Пр пути на работу и так перекусить.Все замечательно,авокадо мягкое лосось что надо,икра крупная и не сухая.Спасибо,что вы всегда с нами!"
0,2,"Уважаемая Кристина Чихирева! Всегда пожалуйста, ведь всё, что мы делаем, мы делаем с душой для наших дорогих клиентов. С нетерпением будем ждать Ваших новых заказов, чтобы снова подарить Вам удовольствие!  С уважением, СушиWok."
0,0,"Добрый день!Сделали заказ в магазине на Добровольского,воспользовались купоном на скидку с сайта Biglion,остались очень довольны,очень вкусные блюда)))Очень рады что есть такие акции,ждем новых)))"
0,2,"Уважаемая Элеонора Козырь! Спасибо Вам за столь приятный отзыв.Мы рады стараться для удовольствия наших клиентов. Ждем Ваших новых заказов, чтобы снова порадовать Вас.  С уважением, СушиWok."
0,0,"Прошу передать благодарность Яне   администратору Суши Wok на Уточкина, она всегда позитивна, общительна и дружелюбна, я каждый раз радуюсь когда попадаю на ее рабочие дни)))"
0,2,"Уважаемая Наталья Мерзликина!Нам очень приятно, что Вы так тепло отзываетесь о нашей работе и наших сотрудниках! Мы обязательно отметим администратора Яну, а также будем стараться  и дальше  производить только хорошее впечатление на наших дорогих клиентов!  С уважением,СушиWok."
0,0,спасибо огромное Суши Wok на ул.Веры Волошиной г.Мытищи))) самые отзывчивый и приветливый персонал. А роллы и суши   не перестают радовать)))вкуснятина))
0,2,"Уважаемая Дарина Гостева! Благодарим Вас за чудесный отзыв. Мы очень рады, что Вы оценили наши старания. Мы работаем и делаем всё с любовью, чтобы Вы могли наслаждаться нашими блюдами. С нетерпением ждем от Вас новых заказов.  С уважением, СушиWok."
6,2,Вот такие замечательные ребята раздают флаеры) следить за парнем в красной куртке)
0,2,"Уважаемая Александра Богданова! Спасибо Вам за оставленный отзыв. Мы очень рады, что Вы так положительно отзываетесь о работе наших сотрудников.  С уважением, СушиWok."
